THE_TE_UID,TERM,TERM_GD,POS_GD,KEYWORDS_GD,INDEX_TERM,SCOPE_NOTE,SCOPE_NOTE_GD,STATUS,ORIGIN,PROPOSED,WHEN_PROPOSED,ACCEPTED,DATE_ACCEPTED,COMMENTS,LIST_UID,ENTERED_DT,ENTERED_BY,UPDATED_DT,UPDATED_BY,SYNONYMS_GD
1823,RAILWAY SIDING,,,,Y,A short piece of track lying parallel to the main railway line enabling trains and trucks to pass one another. Sidings can also be used to park trains which are not in use.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1824,RAILWAY STATION,,,,Y,"A place with platforms and other facilities, allowing trains to stop to take on and set down passengers and load and unload goods for transport.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1826,RAILWAY TUNNEL,,,,Y,A tunnel running under a river or a hillside through which a railway line runs.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1827,RAILWAY VIADUCT,,,,Y,"A bridge, usually raised on a series of arches, which carries a railway across a valley, watercourse or low-lying land.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1830,TRANSIT SHED,,,,Y,"A type of warehouse, usually one-storeyed.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1831,ROAD TRANSPORT SITE,,,,Y,"Buildings, sites and structures associated with road transport.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1832,BUS DEPOT,,,,Y,"A building, with adjacent open areas, in which buses are maintained, usually having an extensive area free from upright columns or stanchions to permit overnight storage, repair bays, stores and an office.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1834,CARRIAGE HOUSE,,,,Y,An outbuilding used for the storage and maintenance of horse-drawn carriages.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1836,CART SHED,,,,Y,"A building used for housing carts and implements, often open-fronted.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
2192,HUT PLATFORM,,,,N,Non-preferred term. Use HOUSE PLATFORM.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 14:13,ANGELAG,
2212,LABYRINTH,,,,N,Non-preferred term. Use MAZE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:51,ANGELAG,
2214,LACE WORKS,,,,N,Non-preferred term. Use LACE FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:46,ANGELAG,
2234,MACHINE GUN EMPLACEMENT,,,,N,Non-preferred term. Use GUN EMPLACEMENT.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:14,ANGELAG,
2264,NORSE SETTLEMENT,,,,N,"Non-preferred term. Use SETTLEMENT, with Norse in a period field.",,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,28/06/2007 15:02,LEANNEM,
2278,PALISADED HOMESTEAD,,,,N,Non-preferred term. Use PALISADED SETTLEMENT.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 07:06,ANGELAG,
2416,WATER COURSE,,,,N,Non-preferred term. Use WATERCOURSE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 10:45,ANGELAG,
1846,MOTORWAY INTERCHANGE,,,,Y,"A system of interconnected roads and bridges, designed to connect efficiently two or more motorways and other roads.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1847,PETROL PUMP,,,,Y,"A pump used to transfer petrol from a storage tank into cars, lorries and other road vehicles.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1849,ROAD,,,,Y,"A way between different places, used by horses, travellers on foot and vehicles.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1851,HOLLOW WAY,,,,Y,"A way, path or road through a cutting.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1852,MOTORWAY,,,,Y,"A broad highway designed for high-speed traffic, with two or more carriageways for vehicles travelling in either direction.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1853,TRACK,,,,Y,"A pathway, either built or beaten down by the passage of pedestrians, vehicles or animals.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:54,LEANNEM,
1856,ROAD TUNNEL,,,,Y,A tunnel carrying a road under a river or through a hill or other obstruction.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1857,SIGNPOST,,,,Y,A direction post.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1861,TRAMWAY,,,,Y,"A track inlaid into a surface, on which tram cars run for the conveyance of passengers and/or goods and raw materials.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1862,TRAM DEPOT,,,,Y,"A complex with buildings and structures where trams are serviced, maintained and stored.",,Y,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,01/10/2007 12:34,ANGELAG,
1864,STEPPING STONES,,,,Y,"A line of stones placed in the bed of a river or stream, or on wet ground, to enable pedestrians to cross.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1867,VIADUCT,,,,Y,"A bridge, usually resting on a series or arches, carrying roadways or railways over low-lying areas.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1869,WATER TRANSPORT SITE,,,,Y,"Buildings, sites and structures associated with water transport.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1870,AQUEDUCT,,,,Y,"An artificial channel, generally elevated and built of stone, and used to convey water.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1875,CANAL,,,,Y,A navigable artificial inland waterway used for transportation of goods and for recreation.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1876,CANAL BASIN,,,,Y,"An open area of water, usually artificial, and enclosed by dock gates or locks, lined with wharves and warehouses, where barges, narrow boats and other canal vessels can load and unload goods and supplies.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1895,WEIGHBRIDGE,,,,Y,"A platform scale, flush with the road, for weighing vehicles, cattle etc.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1898,ARCHAEOLOGICAL FEATURE,,,,Y,A feature of archaeological significance. Use specific term wherever possible.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
2070,CARPET WORKS,,,,N,Non-preferred term. Use CARPET FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:04,ANGELAG,
2086,CLUB,,,,Y,A building used by an association of persons for social and recreational purposes or for the promotion of some common object.,,Y,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,27/10/2006 14:57,LEANNEM,
2088,COACHWORKS,,,,N,Non-preferred term. Use COACH WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:09,ANGELAG,
2101,COTTAGE,,,,Y,"A small dwelling, usually of only one storey, and generally located in the country. Use more specific type where known.",,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,31/01/2008 09:11,ANGELAG,
2112,DESERTED SETTLEMENT,,,,N,Non-preferred term. Use SETTLEMENT.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 13:22,ANGELAG,
1537,HILL FIGURE,,,,Y,"A giant figure of a person, animal or design, either carved into a hillside of chalk or similar light-coloured stone, or made from pieces of quartz or other stone.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1553,TURF HOUSE,,,,Y,A dwelling with turf walls.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1558,OGHAM INSCRIBED STONE,,,,Y,"A stone bearing an inscription in the Ogham alphabet, in which letters are represented by lines or notches along an edge or angle.",,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/06/2007 13:04,LEANNEM,
1559,RUNE INSCRIBED STONE,,,,Y,A stone on which runes have been inscribed.,,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,02/05/2007 09:35,ANGELAG,
1560,LANDSCAPE,,,,Y,"An area of ground containing sites, structures and other evidence for human activity.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1564,MOUND,,,,Y,An artificial elevation of earth or stones. Use more specific term where known.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1566,NATURAL FEATURE,,,,Y,Use for natural features mistakenly assumed to be of archaeological significance or natural features known to have archaeological significance.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1569,ROCKING STONE,,,,Y,"A natural feature, comprising a stone, often of great size and weight, resting upon another stone in such a way that it may be rocked, or moved slightly, with little effort.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1571,STONE,,,,Y,Use only where stone is natural or where there is no indication of function.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1572,TREE,,,,Y,"A natural feature. Use only where a tree has archaeological, historical or social significance.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1573,PALISADE,,,,Y,A barrier consisting of one or more rows of closely-spaced vertical timbers embedded in a narrow foundation trench.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1575,PIT SETTING,,,,Y,A regular grouping of pits.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1576,PLATFORM,,,,Y,"A level area, often cut into a hillside, slope or uneven ground. Use with more specific term wherever possible.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1578,HOUSE PLATFORM,,,,Y,"A levelled area cut into a slope, on which a house was built. Often the only visible evidence of the presence of a house.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1579,QUARRY PIT,,,,Y,A pit from which materials are extracted for the construction of a ROMAN ROAD. For other quarry pits use QUARRY.,,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,21/08/2007 13:06,ANGELAG,
1580,RING DITCH,,,,Y,"An unbroken circular or sub-circular ditch, usually seen as a cropmark. May be the remains of a ploughed-out barrow, roundhouse or modern feature. Use the term where function is unknown.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1583,STACK SITE,,,,Y,A site with evidence of human use or occupation located on a sea stack. Use with specific term where known.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1587,RECREATIONAL,,,,N,This is the top term for the class. See RECREATIONAL Class List for narrow terms.,,Y,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:30,ANGELAG,
1588,ART AND EDUCATION VENUE,,,,Y,Buildings and structures associated with educational and artistic recreational activities.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1589,CAMERA OBSCURA,,,,Y,A building or room in which images of outside objects are projected on to a screen from a long-focus lens using natural light.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1590,EXHIBITION CENTRE,,,,Y,A building used to stage temporary exhibitions.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1596,SWIMMING BATHS,,,,Y,Non-preferred term. Use BATHS and also index with SWIMMING POOL.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/05/2010 15:38,LEANNEM,
1598,CINEMA,,,,Y,"A building containing one, or more, auditorium with a screen on which films are shown to paying customers.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1599,CLUBHOUSE,,,,Y,A building occupied by a club or commonly used for club activities.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1600,CURLING POND,,,,Y,"A purpose-built pond, used when frozen for the game of curling.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1603,FAIR,,,,Y,"A site where a periodical gathering of buyers, sellers and entertainers, meet at a time ordained by charter, statute or by ancient custom.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1837,COACH HOUSE,,,,Y,An outbuilding where a horse-drawn carriage is kept.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1839,FORD,,,,Y,"A shallow place in a river or other stretch of water, where people, animals and vehicles may cross.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1840,GARAGE,,,,Y,A building where motor vehicles are housed or repaired. For petrol sales use PETROL STATION.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1841,GUIDE PLATE,,,,Y,"A cast iron direction marker plate, usually fastened to a stone support with clips or bolts.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1842,HEAVY GOODS VEHICLE TESTING STATION,,,,Y,A site where lorries and other heavy goods vehicles are tested for safety.,,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,26/07/2007 10:43,ANGELAG,
1671,ROUND BARROW,,,,Y,"A hemispherical mound surrounded by a ditch (or occasionally two or more concentric ditches), often accompanied by an external (or occasionally internal) bank. Mound and ditch may sometimes be separated by a berm. Use specific type where known.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,02/08/2007 08:02,ANGELAG,
1672,SQUARE BARROW,,,,Y,"A burial monument comprising a small square ditched enclosure surrounding a central interment, which may be covered by a mound. Often visible as a cropmark.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1673,BURIAL,,,,Y,An interment of human or animal remains. Use specific term where known.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1674,BOG BURIAL,,,,Y,A body which has been interred in boggy or waterlogged ground. Interment may have been deliberate or accidental.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1675,CREMATION,,,,Y,"The fragmentary, burnt remains of a human body. Usually found buried, occasionally in a container associated with grave goods.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1677,PLAGUE BURIAL,,,,Y,"A burial place for the victims of plague, in either single or mass graves, often isolated from other burials.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1678,SHIP BURIAL,,,,Y,"A burial in which the body is placed in or covered by a ship or boat, or within a setting of stones in the shape of a ship.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1679,BURIAL AISLE,,,,Y,"A projecting wing or chapel within a church, or a freestanding building, used privately by a family for burial.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1684,LONG CAIRN,,,,Y,"A rectangular or trapezoidal non-megalithic stony mound of Neolithic date, with human remains in cists rather than a large chamber. Mound construction and associated features vary considerably in type and complexity.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1692,BURIAL GROUND,,,,Y,"An area of land used for burials, generally used from the medieval period up to the 19th century. It may also be detached from the church.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1693,BURIAL VAULT,,,,Y,An underground room designed to accommodate the internment of several coffins.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1697,CEMETERY,,,,Y,An area of ground set apart for the burial of the dead.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1698,BARROW CEMETERY,,,,Y,"A cluster of closely-spaced barrows and related monuments, e.g. ring ditches.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1699,CAIRN CEMETERY,,,,Y,A group of cairns in close proximity which are predominantly funerary or ritual in nature.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1700,CREMATION CEMETERY,,,,Y,"A cemetery comprising exclusively cremated human remains, some or all of which may be contained within pottery vessels.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1702,LONG CIST CEMETERY,,,,Y,An early Christian site with a number of long cists containing extended inhumation burials. Burials are usually oriented E-W.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1703,CHAMBERED TOMB,,,,Y,A Neolithic burial monument comprising a stone-built chamber within a mound of earth or stone. Use more specific term where known.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1708,CHARNEL HOUSE,,,,Y,A building where the bones of the dead are stored.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1710,LONG CIST,,,,Y,"A long rectangular cist, usually containing an extended inhumation burial.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1711,SHORT CIST,,,,Y,A short rectangular or square cist. May contain a crouched inhumation burial or a cremation.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1712,COFFIN,,,,Y,"A stone, wood, or lead box in which a dead body is placed for interment or cremation.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1713,SARCOPHAGUS,,,,Y,A stone coffin embellished with sculpture.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1714,CREMATION PIT,,,,Y,"A site where a corpse has been burnt on a pyre over a pit, which acts as a receptacle for the remains. Occasionally accompanied by burnt grave goods, placed with the body on the pyre.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1715,CREMATORIUM,,,,Y,"A building or site where bodies are burnt, and the ashes collected for burial or dispersal.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1253,TAIL RACE,,,,Y,"An artificial channel, sometimes underground, that carries water from a waterwheel back to the river or stream from which it was diverted by a LADE.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,01/02/2007 15:20,ANGELAG,
1285,TEXTILE INDUSTRY SITE,,,,Y,"Includes all stages of production processes of textiles, eg. Wool, cotton linen etc., and textile products.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1287,CARPET MANUFACTURING SITE,,,,Y,Includes any textile floor covering.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1288,CARPET FACTORY,,,,Y,A factory where carpets are manufactured.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1291,COTTON MANUFACTURING SITE,,,,Y,Buildings and sites associated with the manufacture of cotton.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1293,CALICO MILL,,,,Y,"A textile mill producing calico, coarse cotton.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1296,LINEN OR FLAX MANUFACTURING SITE,,,,Y,Sites and structures associated with the processing of flax.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1299,FLAX STORE,,,,Y,A building where flax is stored before processing.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1300,JUTE MILL,,,,Y,A building or complex of buildings where wooden items are hand-made on a large scale.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1303,NET WORKS,,,,Y,A site where fishing nets are manufactured.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1304,NYLON WORKS,,,,Y,A factory that produces nylon.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1306,QUILT FACTORY,,,,Y,A factory where quilts are made.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1307,ROPE MANUFACTURING SITE,,,,Y,Buildings and structures associated with the manufacture of rope.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:49,LEANNEM,
1309,ROPEWALK,,,,Y,"A long, narrow, roofed building, sometimes two-storied, used for the manufacture of rope. Often attached to warehousing, an engine house or offices. Can be included within the complex of a textile mill or dockyard.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1311,SACK FACTORY,,,,Y,A site where sacks are manufactured.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1313,SILK MANUFACTURING SITE,,,,Y,"Buildings, sites and structures associated with the manufacture of silk.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1317,TARPAULIN WORKS,,,,Y,"A factory where tarpaulins are produced, usually from canvas.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1319,BLEACHFIELD,,,,Y,A large field or yard used to lay out fabrics for bleaching by the sun.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1320,CALENDER WORKS,,,,Y,"A factory where cloth, especially linen and jute, is finished by running it between heavy rollers.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1324,WEAVING SHED,,,,Y,"A textile-weaving factory housing powerlooms; commonly a one-storeyed shed with wide, north-light roof carried on iron columns.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1346,THREAD WORKS,,,,Y,"A factory where thread is spun from cotton, silk and other materials.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1352,TEXTILE SHRINKING WORKS,,,,Y,A site where woollen and other textiles are shrunk by boiling.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:49,LEANNEM,
1356,WASTE DISPOSAL SITE,,,,Y,"Buildings, sites and structures associated with the disposal of commercial or household waste.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1359,REFUSE DISPOSAL SITE,,,,Y,"A site where household rubbish and other waste products can be disposed of. May take the form of a pit, rubbish tip, landfill site or incineration plant.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1360,WINCH HOUSE,,,,Y,A building in which a winch is housed.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1362,WINERY,,,,Y,An establishment where wine is produced.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1363,WOOD PROCESSING SITE,,,,Y,Includes processing and manufacturing of all forms of wood.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1364,TIMBER PROCESSING SITE,,,,Y,"Buildings, sites and structures associated with the processing of timber.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1367,TIMBER SEASONING SHED,,,,Y,"A building where timber is allowed to dry and harden, in order to render it fit for use as a working material.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1368,TIMBER YARD,,,,Y,An open yard or place where timber is stacked or stored.,,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,31/10/2006 15:46,LEANNEM,
1371,BOX FACTORY,,,,Y,A factory which manufactures boxes.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1373,CARPENTERS WORKSHOP,,,,Y,A place where products are manufactured from wood.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
